year,tournament,opening_date,group,country,rank_by_total_value,coach,player_count,matched_player_count,valued_player_count,before_or_on_valuation_count,after_valuation_count,missing_value_count,value_coverage_percent,total_value_eur,total_value_million_eur,average_value_million_eur,median_value_million_eur,top_player_name,top_player_value_million_eur,source_url
2010,2010 FIFA World Cup,2010-06-11,Group E,Japan,25,Takeshi Okada,23,7,7,7,0,16,30.4,27500000,27.5,1.2,4,Keisuke Honda,6,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,2010-06-11,Group C,Algeria,26,Rabah Saâdane,23,13,13,13,0,10,56.5,23250000,23.3,1,1.5,Hassan Yebda,4.5,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,2010-06-11,Group H,Honduras,27,Reinaldo Rueda,23,4,4,4,0,19,17.4,22300000,22.3,1,2.9,Wilson Palacios,16,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,2010-06-11,Group D,Australia,28,Pim Verbeek,23,8,8,8,0,15,34.8,16300000,16.3,0.7,2,Mark Schwarzer,4,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,2010-06-11,Group B,South Korea,29,Huh Jung-moo,23,6,5,5,0,18,21.7,12750000,12.8,0.6,3,Park Chu-young,5.2,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,2010-06-11,Group A,South Africa,30,Carlos Alberto Parreira,23,6,6,6,0,17,26.1,11875000,11.9,0.5,0.8,Steven Pienaar,8,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,2010-06-11,Group F,New Zealand,31,Ricki Herbert,23,5,4,4,0,19,17.4,6850000,6.9,0.3,1.4,Ryan Nelsen,3.5,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2010,2010 FIFA World Cup,2010-06-11,Group G,North Korea,32,Kim Jong-hun,23,0,0,0,0,23,0,0,0,0,,,,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group B,Spain,1,Vicente del Bosque,23,23,23,23,0,0,100,608100000,608.1,26.4,25,Andrés Iniesta,55,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group G,Germany,2,Joachim Löw,23,23,23,23,0,0,100,526000000,526,22.9,22,Mario Götze,55,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group A,Brazil,3,Luiz Felipe Scolari,23,20,20,20,0,3,87,460500000,460.5,20,21,Neymar,60,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group E,France,4,Didier Deschamps,23,23,23,23,0,0,100,379250000,379.3,16.5,14,Paul Pogba,45,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group F,Argentina,5,Alejandro Sabella,23,20,20,20,0,3,87,372000000,372,16.2,9.3,Lionel Messi,120,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group H,Belgium,6,Marc Wilmots,23,23,23,23,0,0,100,348000000,348,15.1,12,Eden Hazard,45,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group D,England,7,Roy Hodgson,23,23,23,23,0,0,100,334000000,334,14.5,13,Wayne Rooney,45,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group D,Italy,8,Cesare Prandelli,23,23,23,23,0,0,100,323000000,323,14,12,Mario Balotelli,30,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group G,Portugal,9,Paulo Bento,23,23,23,23,0,0,100,297250000,297.3,12.9,7.5,Cristiano Ronaldo,100,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group B,Netherlands,10,Louis van Gaal,23,23,23,23,0,0,100,207500000,207.5,9,7,Robin van Persie,40,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group D,Uruguay,11,Óscar Tabárez,23,19,18,18,0,5,78.3,204100000,204.1,8.9,5,Edinson Cavani,60,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group A,Croatia,12,Niko Kovač,23,23,22,22,0,1,95.7,196500000,196.5,8.5,5,Luka Modrić,40,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group C,Colombia,13,José Pékerman,23,20,19,19,0,4,82.6,188850000,188.9,8.2,7,James Rodríguez,35,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group E,Switzerland,14,Ottmar Hitzfeld,23,23,23,23,0,0,100,178000000,178,7.7,6,Ricardo Rodríguez,20,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group B,Chile,15,Jorge Sampaoli,23,16,16,16,0,7,69.6,129900000,129.9,5.6,3.6,Arturo Vidal,44,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group H,Russia,16,Fabio Capello,23,12,12,12,0,11,52.2,119550000,119.6,5.2,8.5,Alan Dzagoev,23,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group A,Cameroon,17,Volker Finke,23,21,21,21,0,2,91.3,117200000,117.2,5.1,4.3,Alex Song,18,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group F,Bosnia and Herzegovina,18,Safet Sušić,23,21,21,21,0,2,91.3,113850000,113.9,5,3,Edin Džeko,24,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group C,Ivory Coast,19,Sabri Lamouchi,23,20,20,20,0,3,87,110200000,110.2,4.8,2.8,Yaya Touré,30,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group G,Ghana,20,James Kwesi Appiah,23,19,19,19,0,4,82.6,94700000,94.7,4.1,3,Kwadwo Asamoah,20,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group C,Japan,21,Alberto Zaccheroni,23,17,14,14,0,9,60.9,85250000,85.3,3.7,3.8,Keisuke Honda,17,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group F,Nigeria,22,Stephen Keshi,23,18,18,18,0,5,78.3,82050000,82.1,3.6,2,John Obi Mikel,20,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group A,Mexico,23,Miguel Herrera,23,14,13,13,0,10,56.5,61900000,61.9,2.7,5,Giovani dos Santos,10,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group G,United States,24,Jürgen Klinsmann,23,16,15,15,0,8,65.2,51900000,51.9,2.3,3,Clint Dempsey,7,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group H,Algeria,25,Vahid Halilhodžić,23,18,18,18,0,5,78.3,50500000,50.5,2.2,1.6,Sofiane Feghouli,12,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group C,Greece,26,Fernando Santos,23,15,15,15,0,8,65.2,46900000,46.9,2,2,Sokratis Papastathopoulos,15,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group E,Ecuador,27,Reinaldo Rueda,23,8,8,8,0,15,34.8,41300000,41.3,1.8,3.4,Antonio Valencia,16,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group H,South Korea,28,Hong Myung-bo,23,14,9,9,0,14,39.1,37000000,37,1.6,2,Son Heung-min,14,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group D,Costa Rica,29,Jorge Luis Pinto,23,10,10,10,0,13,43.5,24150000,24.2,1.1,1.3,Bryan Ruiz,8,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group E,Honduras,30,Luis Fernando Suárez,23,10,9,9,0,14,39.1,14800000,14.8,0.6,1.3,Emilio Izaguirre,4.3,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group B,Australia,31,Ange Postecoglou,23,14,13,13,0,10,56.5,14050000,14.1,0.6,0.8,Mathew Ryan,2.5,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2014,2014 FIFA World Cup,2014-06-12,Group F,Iran,32,Carlos Queiroz,23,8,8,8,0,15,34.8,9600000,9.6,0.4,1,Ashkan Dejagah,3,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group C,France,1,Didier Deschamps,23,23,23,23,0,0,100,1080500000,1080.5,47,40,Kylian Mbappé,120,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group E,Brazil,2,Tite,23,23,22,22,0,1,95.7,977000000,977,42.5,36,Neymar,180,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group F,Germany,3,Joachim Löw,23,23,23,23,0,0,100,883000000,883,38.4,40,Toni Kroos,80,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group G,England,4,Gareth Southgate,23,23,23,23,0,0,100,874000000,874,38,25,Harry Kane,150,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group B,Spain,5,Fernando Hierro,23,22,22,22,0,1,95.7,815350000,815.4,35.5,35,Sergio Busquets,80,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group G,Belgium,6,Roberto Martínez,23,23,23,23,0,0,100,754000000,754,32.8,18,Kevin De Bruyne,150,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group D,Argentina,7,Jorge Sampaoli,23,23,19,19,0,4,82.6,660500000,660.5,28.7,15,Lionel Messi,180,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group B,Portugal,8,Fernando Santos,23,22,22,22,0,1,95.7,479500000,479.5,20.8,20,Cristiano Ronaldo,100,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group D,Croatia,9,Zlatko Dalić,23,23,23,23,0,0,100,364000000,364,15.8,14,Ivan Rakitić,50,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group A,Uruguay,10,Óscar Tabárez,23,19,18,18,0,5,78.3,354500000,354.5,15.4,11.5,Luis Suárez,70,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group H,Senegal,11,Aliou Cissé,23,21,21,21,0,2,91.3,292250000,292.3,12.7,7,Sadio Mané,70,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group E,Serbia,12,Mladen Krstajić,23,23,23,23,0,0,100,280450000,280.5,12.2,6,Sergej Milinković-Savić,90,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group H,Poland,13,Adam Nawałka,23,19,19,19,0,4,82.6,257300000,257.3,11.2,7,Robert Lewandowski,90,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group C,Denmark,14,Åge Hareide,23,23,23,22,1,0,100,254400000,254.4,11.1,6,Christian Eriksen,80,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group H,Colombia,15,José Pékerman,23,19,18,18,0,5,78.3,243000000,243,10.6,8.5,James Rodríguez,70,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group E,Switzerland,16,Vladimir Petković,23,23,23,23,0,0,100,218100000,218.1,9.5,5.8,Granit Xhaka,40,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group A,Egypt,17,Héctor Cúper,23,13,11,11,0,12,47.8,182075000,182.1,7.9,2.5,Mohamed Salah,150,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group D,Nigeria,18,Gernot Rohr,23,18,18,18,0,5,78.3,130350000,130.4,5.7,4.3,Wilfred Ndidi,25,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group F,Mexico,19,Juan Carlos Osorio,23,17,16,16,0,7,69.6,128500000,128.5,5.6,5,Hirving Lozano,25,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group B,Morocco,20,Hervé Renard,23,19,19,19,0,4,82.6,126100000,126.1,5.5,3,Hakim Ziyech,25,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group F,Sweden,21,Janne Andersson,23,23,23,23,0,0,100,119750000,119.8,5.2,2.5,Victor Lindelöf,25,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group A,Russia,22,Stanislav Cherchesov,23,13,13,13,0,10,56.5,99300000,99.3,4.3,7,Aleksandr Golovin,18,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group F,South Korea,23,Shin Tae-yong,23,18,7,7,0,16,30.4,74250000,74.3,3.2,3.5,Son Heung-min,50,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group H,Japan,24,Akira Nishino,23,22,20,20,0,3,87,69350000,69.4,3,1.8,Shinji Kagawa,13,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group G,Tunisia,25,Nabil Maâloul,23,15,15,15,0,8,65.2,50300000,50.3,2.2,1.6,Wahbi Khazri,10,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group C,Australia,26,Bert van Marwijk,23,20,16,16,0,7,69.6,45000000,45,2,2.3,Aaron Mooy,10,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group B,Iran,27,Carlos Queiroz,23,18,18,18,0,5,78.3,44250000,44.3,1.9,1.2,Alireza Jahanbakhsh,12,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group E,Costa Rica,28,Óscar Ramírez,23,14,13,13,0,10,56.5,35325000,35.3,1.5,1.3,Keylor Navas,18,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group C,Peru,29,Ricardo Gareca,23,18,12,12,0,11,52.2,24700000,24.7,1.1,1.6,André Carrillo,6,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group D,Iceland,30,Heimir Hallgrímsson,23,11,11,11,0,12,47.8,11950000,12,0.5,0.5,Sverrir Ingi Ingason,3.2,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group A,Saudi Arabia,31,Juan Antonio Pizzi,23,14,4,4,0,19,17.4,3275000,3.3,0.1,0.8,Fahad Al-Muwallad,1,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2018,2018 FIFA World Cup,2018-06-14,Group G,Panama,32,Hernán Darío Gómez,23,11,6,4,2,17,26.1,1350000,1.4,0.1,0.2,Michael Amir Murillo,0.5,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group B,England,1,Gareth Southgate,26,26,26,26,0,0,100,1260000000,1260,48.5,38.5,Phil Foden,110,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group G,Brazil,2,Tite,26,26,24,24,0,2,92.3,1134000000,1134,43.6,50,Vinícius Júnior,120,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group D,France,3,Didier Deschamps,26,26,26,26,0,0,100,1032500000,1032.5,39.7,35,Kylian Mbappé,160,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group H,Portugal,4,Fernando Santos,26,26,26,26,0,0,100,937000000,937,36,29,Rafael Leão,85,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group E,Germany,5,Hans-Dieter Flick,26,26,26,26,0,0,100,885500000,885.5,34.1,27,Jamal Musiala,100,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group E,Spain,6,Luis Enrique,26,25,25,25,0,1,96.2,859000000,859,33,25,Pedri,100,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group C,Argentina,7,Lionel Scaloni,26,26,25,25,0,1,96.2,642000000,642,24.7,25,Lautaro Martínez,75,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group A,Netherlands,8,Louis van Gaal,26,26,26,26,0,0,100,587250000,587.3,22.6,16.5,Matthijs de Ligt,70,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group F,Belgium,9,Roberto Martínez,26,26,26,26,0,0,100,563200000,563.2,21.7,16.5,Kevin De Bruyne,80,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group H,Uruguay,10,Diego Alonso,26,25,20,20,0,6,76.9,402900000,402.9,15.5,6,Federico Valverde,100,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group F,Croatia,11,Zlatko Dalić,26,26,26,26,0,0,100,377000000,377,14.5,9,Joško Gvardiol,60,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group G,Serbia,12,Dragan Stojković,26,24,24,24,0,2,92.3,354000000,354,13.6,8,Dušan Vlahović,80,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group D,Denmark,13,Kasper Hjulmand,26,25,25,25,0,1,96.2,339000000,339,13,12,Pierre-Emile Højbjerg,45,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group G,Switzerland,14,Murat Yakin,26,26,25,25,0,1,96.2,278000000,278,10.7,6,Manuel Akanji,30,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group C,Poland,15,Czesław Michniewicz,26,25,25,25,0,1,96.2,252600000,252.6,9.7,6,Robert Lewandowski,45,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group B,United States,16,Gregg Berhalter,26,26,19,19,0,7,73.1,247900000,247.9,9.5,12,Christian Pulisic,38,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group A,Senegal,17,Aliou Cissé,26,24,24,24,0,2,92.3,226000000,226,8.7,6.5,Kalidou Koulibaly,35,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group F,Morocco,18,Walid Regragui,26,21,20,20,0,6,76.9,222200000,222.2,8.5,5.5,Achraf Hakimi,65,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group H,Ghana,19,Otto Addo,26,25,23,23,0,3,88.5,214000000,214,8.2,6,Thomas Partey,38,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group F,Canada,20,John Herdman,26,24,16,16,0,10,61.5,165000000,165,6.3,3.2,Alphonso Davies,70,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group E,Japan,21,Hajime Moriyasu,26,26,24,24,0,2,92.3,150500000,150.5,5.8,3.5,Daichi Kamada,30,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group H,South Korea,22,Paulo Bento,26,25,12,12,0,14,46.2,149875000,149.9,5.8,4.3,Son Heung-min,70,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group B,Wales,23,Rob Page,26,24,21,21,0,5,80.8,148750000,148.8,5.7,5,Ben Davies,20,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group C,Mexico,24,Gerardo Martino,26,25,17,17,0,9,65.4,131600000,131.6,5.1,4,Edson Álvarez,35,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group A,Ecuador,25,Gustavo Alfaro,26,20,13,13,0,13,50,121000000,121,4.7,4,Moisés Caicedo,38,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group G,Cameroon,26,Rigobert Song,26,22,21,21,0,5,80.8,111800000,111.8,4.3,4,Bryan Mbeumo,28,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group B,Iran,27,Carlos Queiroz,25,18,17,17,0,8,68,51000000,51,2,1,Mehdi Taremi,20,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group D,Tunisia,28,Jalel Kadri,26,18,16,16,0,10,61.5,46650000,46.7,1.8,1.9,Ellyes Skhiri,13,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group D,Australia,29,Graham Arnold,26,24,19,19,0,7,73.1,30800000,30.8,1.2,1,Mathew Ryan,5,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group E,Costa Rica,30,Luis Fernando Suárez,26,21,16,16,0,10,61.5,14550000,14.6,0.6,0.3,Keylor Navas,5,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group A,Qatar,31,Félix Sánchez,26,15,3,3,0,23,11.5,5050000,5.1,0.2,0.8,Akram Afif,4,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2022,2022 FIFA World Cup,2022-11-20,Group C,Saudi Arabia,32,Hervé Renard,26,26,3,3,0,23,11.5,4200000,4.2,0.2,1.7,Salem Al-Dawsari,1.8,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group I,France,1,Didier Deschamps,26,26,26,26,0,0,100,1463000000,1463,56.3,47.5,Kylian Mbappé,180,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group L,England,2,Thomas Tuchel,26,26,26,26,0,0,100,1289000000,1289,49.6,40,Jude Bellingham,160,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group K,Portugal,3,Roberto Martínez,26,26,26,26,0,0,100,1022500000,1022.5,39.3,32.5,João Neves,110,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group H,Spain,4,Luis de la Fuente,26,25,24,24,0,2,92.3,966000000,966,37.2,32.5,Lamine Yamal,120,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group E,Germany,5,Julian Nagelsmann,26,26,25,25,0,1,96.2,925500000,925.5,35.6,25,Jamal Musiala,130,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group J,Argentina,6,Lionel Scaloni,26,25,24,24,0,2,92.3,803500000,803.5,30.9,20,Julián Alvarez,100,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group F,Netherlands,7,Ronald Koeman,26,26,26,26,0,0,100,797100000,797.1,30.7,25,Ryan Gravenberch,90,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group C,Brazil,8,Carlo Ancelotti,26,21,17,17,0,9,65.4,695000000,695,26.7,35,Vinícius Júnior,180,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group I,Norway,9,Ståle Solbakken,26,26,21,21,0,5,80.8,524000000,524,20.2,14,Erling Haaland,200,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group G,Belgium,10,Rudi Garcia,26,26,26,26,0,0,100,453800000,453.8,17.5,15,Jérémy Doku,65,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group F,Sweden,11,Graham Potter,26,26,20,20,0,6,76.9,439800000,439.8,16.9,9.3,Alexander Isak,120,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group H,Uruguay,12,Marcelo Bielsa,26,25,17,17,0,9,65.4,430750000,430.8,16.6,10,Federico Valverde,120,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group E,Ivory Coast,13,Emerse Faé,26,26,24,24,0,2,92.3,419800000,419.8,16.1,15,Amad Diallo,50,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group D,Turkey,14,Vincenzo Montella,26,26,25,25,0,1,96.2,404900000,404.9,15.6,10,Kenan Yıldız,75,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,2026-06-11,Group I,Senegal,15,Pape Thiaw,26,26,24,24,0,2,92.3,390800000,390.8,15,11,Nicolas Jackson,45,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
