year,country,player_name,birth_date,position,squad_club,match_status,match_confidence,match_reason,transfermarkt_player_id,transfermarkt_name,value_eur,valuation_date,squad_source_url
2002,Senegal,Habib Beye,1977-10-19,DF,Strasbourg,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Senegal,Kalidou Cissokho,1978-08-28,GK,Jeanne d'Arc,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Senegal,Makhtar N'Diaye,1981-12-31,MF,Rennes,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Fabián Carini,1979-12-26,GK,Juventus,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Gustavo Méndez,1971-02-03,DF,Nacional,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Alejandro Lembo,1978-02-15,DF,Nacional,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Paolo Montero,1971-09-03,DF,Juventus,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Darío Rodríguez,1974-09-17,DF,Peñarol,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Gianni Guigou,1975-02-22,MF,Roma,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Darío Silva,1972-11-02,FW,Málaga,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Fabián O'Neill,1973-10-14,MF,Perugia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Federico Magallanes,1976-08-22,FW,Venezia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Sebastián Abreu,1976-10-17,FW,Cruz Azul,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Gonzalo Sorondo,1979-10-09,DF,Inter Milan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Nicolás Olivera,1978-05-30,FW,Sevilla,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Marcelo Romero,1976-07-04,MF,Málaga,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Mario Regueiro,1978-09-14,MF,Racing Santander,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Richard Morales,1975-02-21,FW,Nacional,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Joe Bizera,1980-05-17,DF,Peñarol,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Álvaro Recoba,1976-03-17,MF,Inter Milan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Diego Forlán,1979-05-19,FW,Manchester United,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Gonzalo de los Santos,1976-07-19,MF,Valencia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Uruguay,Federico Elduayen,1977-06-25,GK,Peñarol,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,José Luis Chilavert,1965-07-27,GK,Strasbourg,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Francisco Arce,1971-04-02,DF,Palmeiras,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Pedro Sarabia,1975-07-05,DF,River Plate,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Carlos Gamarra,1971-02-17,DF,AEK Athens,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Celso Ayala,1970-08-20,DF,River Plate,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Estanislao Struway,1968-06-25,MF,Libertad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Richart Báez,1973-07-31,FW,Olimpia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Guido Alvarenga,1970-08-24,MF,Léon,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Roberto Acuña,1972-03-25,MF,Zaragoza,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Jorge Luis Campos,1970-08-11,FW,Universidad Católica,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Justo Villar,1977-06-30,GK,Libertad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Carlos Paredes,1976-07-16,MF,Porto,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Diego Gavilán,1980-03-01,MF,Tecos,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Carlos Bonet,1977-10-02,MF,Libertad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Gustavo Morínigo,1977-01-23,MF,Libertad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Juan Carlos Franco,1973-04-17,DF,Olimpia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Julio César Cáceres,1979-10-05,DF,Olimpia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Daniel Sanabria,1977-02-08,DF,Libertad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,José Cardozo,1971-03-19,FW,Toluca,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Denis Caniza,1974-08-29,DF,Santos Laguna,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Ricardo Tavarelli,1970-08-02,GK,Olimpia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Paraguay,Nelson Cuevas,1980-01-10,FW,River Plate,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Marko Simeunovič,1967-12-06,GK,Maribor,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Goran Sankovič,1979-06-18,DF,Slavia Prague,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Željko Milinovič,1969-10-12,DF,JEF United Ichihara,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Muamer Vugdalić,1977-08-25,DF,Maribor,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Marinko Galič,1970-04-22,DF,Koper,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Aleksander Knavs,1975-12-05,DF,1. FC Kaiserslautern,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Džoni Novak,1969-09-04,MF,SpVgg Unterhaching,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Aleš Čeh,1968-04-07,MF,Grazer AK,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Milan Osterc,1975-07-04,FW,Hapoel Tel Aviv,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Zlatko Zahovič *,1971-02-01,MF,Benfica,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Miran Pavlin,1971-10-08,MF,Porto,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Mladen Dabanovič,1971-09-13,GK,Lokeren,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Mladen Rudonja,1971-07-26,FW,Portsmouth,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Saša Gajser,1974-02-11,DF,Gent,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Rajko Tavčar,1974-07-21,MF,1. FC Nürnberg,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Senad Tiganj,1975-08-28,FW,Olimpija Ljubljana,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Zoran Pavlović,1976-06-27,MF,Austria Wien,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Milenko Ačimovič,1977-02-15,FW,Red Star Belgrade,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Amir Karić,1973-12-31,DF,Maribor,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Nastja Čeh,1978-01-26,MF,Club Brugge,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Sebastjan Cimirotič,1974-09-14,FW,Lecce,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Dejan Nemec,1977-03-01,GK,Club Brugge,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Slovenia,Spasoje Bulajič,1975-11-24,DF,1. FC Köln,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Hans Vonk,1970-01-30,GK,Heerenveen,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Cyril Nzama,1974-06-26,DF,Kaizer Chiefs,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Bradley Carnell,1977-01-21,DF,VfB Stuttgart,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Aaron Mokoena,1980-11-25,DF,Germinal Beerschot,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Jacob Lekgetho,1974-03-24,DF,Lokomotiv Moscow,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,MacBeth Sibaya,1977-11-25,MF,Jomo Cosmos,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Quinton Fortune,1977-05-21,MF,Manchester United,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Thabo Mngomeni,1969-06-24,MF,Orlando Pirates,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,MacDonald Mukansi,1975-05-26,MF,Lokomotiv Sofia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Bennett Mnguni,1974-03-18,MF,Lokomotiv Moscow,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Jabu Pule,1980-07-11,MF,Kaizer Chiefs,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Teboho Mokoena,1974-07-10,MF,St. Gallen,matched,0.7,unique_name,436372,Teboho Mokoena,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Pierre Issa,1975-09-12,DF,Watford,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Siyabonga Nomvethe,1977-12-02,FW,Udinese,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Sibusiso Zuma,1975-06-23,MF,Copenhagen,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Andre Arendse,1967-06-27,GK,Santos Cape Town,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Benni McCarthy,1977-11-12,FW,Porto,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Delron Buckley,1977-12-07,MF,VfL Bochum,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Lucas Radebe,1969-04-12,DF,Leeds United,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Calvin Marlin,1976-04-20,GK,Ajax Cape Town,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,Thabang Molefe,1979-04-11,DF,Jomo Cosmos,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,South Africa,George Koumantarakis,1974-03-27,FW,Basel,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Curro Torres,1976-12-27,DF,Valencia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Iván Helguera,1975-03-18,MF,Real Madrid,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Fernando Hierro,1968-03-23,DF,Real Madrid,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Raúl,1977-06-27,FW,Real Madrid,matched,0.7,unique_name,520093,Raul,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Rubén Baraja,1975-07-11,MF,Valencia,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Fernando Morientes,1976-04-05,FW,Real Madrid,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Diego Tristán,1976-01-05,FW,Deportivo La Coruña,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Javier de Pedro,1973-08-04,MF,Real Sociedad,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Albert Luque,1978-03-11,FW,Mallorca,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Enrique Romero,1971-06-23,DF,Deportivo La Coruña,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Gaizka Mendieta,1974-03-27,MF,Lazio,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Sergio,1976-11-10,MF,Deportivo La Coruña,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Miguel Ángel Nadal,1966-07-28,DF,Mallorca,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Luis Enrique,1970-05-08,MF,Barcelona,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Spain,Pedro Contreras,1972-01-07,GK,Málaga,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Roque Júnior,1976-08-31,DF,Milan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Roberto Carlos,1973-04-10,DF,Real Madrid,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Ricardinho,1976-05-23,MF,Corinthians,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Gilberto Silva,1976-10-07,MF,Atlético Mineiro,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Ronaldo,1976-09-18,FW,Inter Milan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Ronaldinho,1980-03-21,MF,Paris Saint-Germain,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Juliano Belletti,1976-06-20,DF,São Paulo,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Ânderson Polga,1979-02-09,DF,Grêmio,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Kléberson,1979-06-19,MF,Atlético Paranaense,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Júnior,1973-06-20,DF,Parma,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Denílson,1977-08-24,FW,Real Betis,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Vampeta,1974-03-13,MF,Corinthians,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Juninho Paulista,1973-02-22,MF,Flamengo,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Edílson,1971-09-17,FW,Cruzeiro,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Luizão,1975-11-14,FW,Grêmio,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Brazil,Rogério Ceni,1973-01-22,GK,São Paulo,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,An Qi,1981-06-21,GK,Dalian Shide,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Zhang Enhua,1973-04-28,DF,Dalian Shide,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Yang Pu,1978-03-30,DF,Beijing Guoan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Wu Chengying,1975-04-21,DF,Shanghai Shenhua,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Fan Zhiyi,1969-11-06,DF,Dundee,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Shao Jiayi,1980-04-10,MF,Beijing Guoan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Sun Jihai,1977-09-30,DF,Manchester City,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Li Tie,1977-05-18,MF,Liaoning,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Ma Mingyu,1970-02-04,MF,Sichuan First City,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Hao Haidong,1970-05-09,FW,Dalian Shide,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Yu Genwei,1974-01-07,MF,Tianjin Teda,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Su Maozhen,1972-07-30,FW,Shandong Luneng,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Gao Yao,1977-07-13,MF,Shandong Luneng,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Li Weifeng,1978-12-01,DF,Shenzhen Pingan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Zhao Junzhe,1979-04-18,MF,Liaoning,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Qu Bo,1981-07-15,FW,Qingdao Etsong Hainiu,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Du Wei,1982-02-09,DF,Shanghai Shenhua,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Li Xiaopeng,1975-06-20,MF,Shandong Luneng,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Qi Hong,1976-06-03,MF,Beijing Chengfeng F.C.,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Yang Chen,1974-01-17,FW,Eintracht Frankfurt,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Xu Yunlong,1979-02-17,DF,Beijing Guoan,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Jiang Jin,1968-10-07,GK,Tianjin Teda,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,China PR,Ou Chuliang,1968-08-26,GK,Yunnan Hongta,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Erick Lonnis,1965-09-09,GK,Saprissa,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Jervis Drummond,1976-09-08,DF,Saprissa,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Luis Marín,1974-08-10,DF,Alajuelense,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Mauricio Wright,1970-12-20,DF,Herediano,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Gilberto Martínez,1979-10-01,DF,Saprissa,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Wílmer López,1971-03-08,MF,Alajuelense,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Rolando Fonseca,1974-06-06,FW,Alajuelense,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Mauricio Solís,1972-12-13,MF,Alajuelense,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Paulo Wanchope,1976-07-31,FW,Manchester City,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Walter Centeno,1974-10-06,MF,Saprissa,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Rónald Gómez,1975-01-24,FW,OFI,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Winston Parks,1981-10-12,FW,Udinese,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Daniel Vallejos,1981-05-27,DF,Herediano,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Juan José Rodríguez,1967-06-23,DF,San Carlos,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Harold Wallace,1975-09-07,DF,Alajuelense,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Steven Bryce,1977-08-16,FW,Alajuelense,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,Costa Rica,Hernán Medford,1968-05-23,MF,Saprissa,unmatched,0,no_confident_match,,,0,,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
