year,tournament,opening_date,group,country,country_rank_by_total_value,coach,player_order,shirt_number,position,player_name,birth_date,age,is_captain,squad_club,caps,goals,transfermarkt_player_id,transfermarkt_name,transfermarkt_country,transfermarkt_position,transfermarkt_sub_position,match_status,match_confidence,match_reason,value_eur,value_million_eur,valuation_date,valuation_method,valuation_day_offset,valuation_source,valuation_club,valuation_competition_id,transfermarkt_player_url,transfermarkt_image_url,squad_source_url
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,13,13,MF,Carlos Paredes,1976-07-16,29,false,Reggina,68,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,14,14,DF,Paulo da Silva,1980-02-01,26,false,Toluca,33,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,15,15,DF,Julio César Manzur,1981-01-22,25,false,Santos,13,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,16,16,MF,Cristian Riveros,1982-10-16,23,false,Libertad,9,0,37713,Cristian Riveros,Paraguay,Midfield,Defensive Midfield,matched,1,name_birth_country,1630000,1.6,2008-01-25,first_after_opening,595,player_valuations,CD Cruz Azul,TR1,https://www.transfermarkt.co.uk/cristian-riveros/profil/spieler/37713,https://img.a.transfermarkt.technology/portrait/header/37713-1687212841.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,17,17,MF,José Montiel,1988-03-19,18,false,Olimpia,6,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,18,18,FW,Nelson Haedo Valdez,1983-11-28,22,false,Werder Bremen,11,0,2050,Nelson Valdez,Paraguay,Attack,Centre-Forward,matched,0.82,birth_country_fuzzy_name,5000000,5,2006-01-09,latest_on_or_before_opening,-151,player_valuations,SV Werder Bremen,L1,https://www.transfermarkt.co.uk/nelson-valdez/profil/spieler/2050,https://img.a.transfermarkt.technology/portrait/header/2050-1407140954.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,19,19,MF,Julio dos Santos,1983-05-07,23,false,Bayern Munich,17,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,20,20,FW,Dante López,1983-08-16,22,false,Genoa,7,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,21,21,DF,Denis Caniza,1974-08-29,31,false,Cruz Azul,74,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,22,22,GK,Aldo Bobadilla,1976-04-20,30,false,Libertad,5,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Paraguay,18,Aníbal Ruiz,23,23,FW,Nelson Cuevas,1980-01-10,26,false,Pachuca,35,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,1,1,GK,Andreas Isaksson,1981-10-03,24,false,Rennes,39,0,6590,Andreas Isaksson,Sweden,Goalkeeper,Goalkeeper,matched,1,name_birth_country,4000000,4,2005-10-05,latest_on_or_before_opening,-247,player_valuations,Stade Rennais FC,TR1,https://www.transfermarkt.co.uk/andreas-isaksson/profil/spieler/6590,https://img.a.transfermarkt.technology/portrait/header/6590-1464870261.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,2,2,DF,Mikael Nilsson,1978-06-24,27,false,Panathinaikos,27,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,3,3,DF,Olof Mellberg,1977-09-03,28,true,Aston Villa,64,0,3098,Olof Mellberg,Sweden,Defender,Centre-Back,matched,1,name_birth_country,7250000,7.3,2004-10-04,latest_on_or_before_opening,-613,player_valuations,Aston Villa,DK1,https://www.transfermarkt.co.uk/olof-mellberg/profil/spieler/3098,https://img.a.transfermarkt.technology/portrait/header/s_3098_190_2013_10_07_1.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,4,4,DF,Teddy Lučić,1973-04-15,33,false,Häcken,81,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,5,5,DF,Erik Edman,1978-11-11,27,false,Rennes,37,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,6,6,MF,Tobias Linderoth,1979-04-21,27,false,Copenhagen,58,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,7,7,MF,Niclas Alexandersson,1971-12-29,34,false,IFK Göteborg,87,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,8,8,MF,Anders Svensson,1976-07-17,29,false,Elfsborg,66,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,9,9,MF,Freddie Ljungberg,1977-04-16,29,false,Arsenal,57,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,10,10,FW,Zlatan Ibrahimović,1981-10-03,24,false,Juventus,38,0,3455,Zlatan Ibrahimović,Sweden,Attack,Centre-Forward,matched,1,name_birth_country,25000000,25,2006-04-09,latest_on_or_before_opening,-61,player_valuations,Juventus FC,IT1,https://www.transfermarkt.co.uk/zlatan-ibrahimovi%C4%87/profil/spieler/3455,https://img.a.transfermarkt.technology/portrait/header/3455-1579506060.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,11,11,FW,Henrik Larsson,1971-09-20,34,false,Barcelona,89,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,12,12,GK,John Alvbåge,1982-08-10,23,false,Viborg,2,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,13,13,DF,Petter Hansson,1976-12-14,29,false,Heerenveen,13,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,14,14,DF,Fredrik Stenman,1983-06-02,23,false,Bayer Leverkusen,1,0,15216,Fredrik Stenman,Sweden,Defender,Centre-Back,matched,1,name_birth_country,2000000,2,2006-06-02,latest_on_or_before_opening,-7,player_valuations,Bayer 04 Leverkusen,BE1,https://www.transfermarkt.co.uk/fredrik-stenman/profil/spieler/15216,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,15,15,DF,Karl Svensson,1984-03-21,22,false,IFK Göteborg,1,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,16,16,MF,Kim Källström,1982-08-24,23,false,Rennes,34,0,3730,Kim Källström,Sweden,Midfield,Central Midfield,matched,1,name_birth_country,7500000,7.5,2006-06-02,latest_on_or_before_opening,-7,player_valuations,Stade Rennais FC,RU1,https://www.transfermarkt.co.uk/kim-kallstrom/profil/spieler/3730,https://img.a.transfermarkt.technology/portrait/header/3730-1464871252.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,17,17,FW,Johan Elmander,1981-05-27,25,false,Brøndby,18,0,4383,Johan Elmander,Sweden,Attack,Centre-Forward,matched,1,name_birth_country,3500000,3.5,2004-10-04,latest_on_or_before_opening,-613,player_valuations,Bröndby IF,DK1,https://www.transfermarkt.co.uk/johan-elmander/profil/spieler/4383,https://img.a.transfermarkt.technology/portrait/header/s_4383_141_2012_12_04_1.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,18,18,MF,Mattias Jonson,1974-01-16,32,false,Djurgården,53,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,19,19,MF,Daniel Andersson,1977-08-28,28,false,Malmö FF,47,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,20,20,FW,Marcus Allbäck,1973-07-05,32,false,Copenhagen,56,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,21,21,MF,Christian Wilhelmsson,1979-12-08,26,false,Anderlecht,29,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,22,22,FW,Markus Rosenberg,1982-09-27,23,false,Ajax,8,0,27505,Markus Rosenberg,Sweden,Attack,Centre-Forward,matched,1,name_birth_country,4500000,4.5,2006-01-18,latest_on_or_before_opening,-142,player_valuations,Ajax Amsterdam,GB1,https://www.transfermarkt.co.uk/markus-rosenberg/profil/spieler/27505,https://img.a.transfermarkt.technology/portrait/header/27505-1490190648.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Sweden,12,Lars Lagerbäck,23,23,GK,Rami Shaaban,1975-06-30,30,false,Fredrikstad,1,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,1,1,GK,Shaka Hislop,1969-02-22,37,false,West Ham United,24,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,2,2,DF,Ian Cox,1971-03-25,35,false,Gillingham,16,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,3,3,DF,Avery John,1975-06-18,30,false,New England Revolution,57,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,4,4,DF,Marvin Andrews,1975-12-22,30,false,Rangers,98,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,5,5,DF,Brent Sancho,1977-03-13,29,false,Gillingham,40,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,6,6,DF,Dennis Lawrence,1974-08-01,31,false,Wrexham,63,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,7,7,MF,Chris Birchall,1984-05-05,22,false,Port Vale,19,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,8,8,DF,Cyd Gray,1976-11-21,29,false,San Juan Jabloteh,39,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,9,9,MF,Aurtis Whitley,1977-05-01,29,false,San Juan Jabloteh,24,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,10,10,MF,Russell Latapy,1968-08-02,37,false,Falkirk,66,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,11,11,DF,Carlos Edwards,1978-10-24,27,false,Luton Town,51,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,12,12,FW,Collin Samuel,1981-08-27,24,false,Dundee United,18,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,13,13,FW,Cornell Glen,1980-10-21,25,false,LA Galaxy,35,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,14,14,FW,Stern John,1976-10-30,29,false,Coventry City,95,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,15,15,FW,Kenwyne Jones,1984-10-05,21,false,Southampton,29,0,28245,Kenwyne Jones,Trinidad and Tobago,Attack,Centre-Forward,matched,1,name_birth_country,800000,0.8,2006-05-19,latest_on_or_before_opening,-21,player_valuations,Southampton FC,GB1,https://www.transfermarkt.co.uk/kenwyne-jones/profil/spieler/28245,https://img.a.transfermarkt.technology/portrait/header/28245-1489300228.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,16,16,MF,Evans Wise,1973-11-23,32,false,Waldhof Mannheim,16,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,17,17,DF,David Atiba Charles,1977-08-29,28,false,W Connection,19,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,18,18,MF,Densill Theobald,1982-06-27,23,false,Falkirk,38,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,19,19,FW,Dwight Yorke,1971-11-03,34,true,Sydney FC,54,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,20,20,FW,Jason Scotland,1979-02-18,27,false,St. Johnstone,25,0,12807,Jason Scotland,Trinidad and Tobago,Attack,Centre-Forward,matched,1,name_birth_country,250000,0.3,2005-03-09,latest_on_or_before_opening,-457,player_valuations,Dundee United FC,SC1,https://www.transfermarkt.co.uk/jason-scotland/profil/spieler/12807,https://img.a.transfermarkt.technology/portrait/header/s_12807_349_2013_12_11_1.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,21,21,GK,Kelvin Jack,1976-04-29,30,false,Dundee,32,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,22,22,GK,Clayton Ince,1972-07-12,33,false,Coventry City,63,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group B,Trinidad and Tobago,28,Leo Beenhakker,23,23,MF,Anthony Wolfe,1983-12-23,22,false,San Juan Jabloteh,4,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,1,1,GK,Roberto Abbondanzieri,1972-08-19,33,false,Boca Juniors,22,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,2,2,DF,Roberto Ayala,1973-04-14,33,false,Valencia,100,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,3,3,DF,Juan Pablo Sorín,1976-05-05,30,true,Villarreal,71,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,4,4,DF,Fabricio Coloccini,1982-01-22,24,false,Deportivo La Coruña,23,0,6150,Fabricio Coloccini,Argentina,Defender,Centre-Back,matched,1,name_birth_country,8000000,8,2004-10-04,latest_on_or_before_opening,-613,player_valuations,AC Milan,GB1,https://www.transfermarkt.co.uk/fabricio-coloccini/profil/spieler/6150,https://img.a.transfermarkt.technology/portrait/header/6150-1637344797.JPG?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,5,5,MF,Esteban Cambiasso,1980-08-18,25,false,Inter Milan,22,0,7520,Esteban Cambiasso,Argentina,Midfield,Defensive Midfield,matched,1,name_birth_country,19000000,19,2006-04-09,latest_on_or_before_opening,-61,player_valuations,FC Internazionale,GR1,https://www.transfermarkt.co.uk/esteban-cambiasso/profil/spieler/7520,https://img.a.transfermarkt.technology/portrait/header/7520-1462280899.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,6,6,DF,Gabriel Heinze,1978-04-19,28,false,Manchester United,29,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,7,7,FW,Javier Saviola,1981-12-11,24,false,Barcelona,31,0,7611,Javier Saviola,Argentina,Attack,Second Striker,matched,1,name_birth_country,11500000,11.5,2005-04-24,latest_on_or_before_opening,-411,player_valuations,AS Monaco,IT1,https://www.transfermarkt.co.uk/javier-saviola/profil/spieler/7611,https://img.a.transfermarkt.technology/portrait/header/7611-1419947564.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,8,8,MF,Javier Mascherano,1984-06-08,22,false,Corinthians,15,0,19981,Javier Mascherano,Argentina,Midfield,Defensive Midfield,matched,1,name_birth_country,11800000,11.8,2005-05-17,latest_on_or_before_opening,-388,player_valuations,CA River Plate,ES1,https://www.transfermarkt.co.uk/javier-mascherano/profil/spieler/19981,https://img.a.transfermarkt.technology/portrait/header/19981-1465280515.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,9,9,FW,Hernán Crespo,1975-07-05,30,false,Chelsea,55,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,10,10,MF,Juan Román Riquelme,1978-06-24,27,false,Villarreal,31,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,11,11,FW,Carlos Tevez,1984-02-05,22,false,Corinthians,21,0,4276,Carlos Tevez,Argentina,Attack,Second Striker,matched,1,name_birth_country,15000000,15,2004-10-04,latest_on_or_before_opening,-613,player_valuations,CA Boca Juniors,IT1,https://www.transfermarkt.co.uk/carlos-tevez/profil/spieler/4276,https://img.a.transfermarkt.technology/portrait/header/4276-1644149301.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,12,12,GK,Leo Franco,1977-05-29,29,false,Atlético Madrid,3,0,7669,Leo Franco,Argentina,Goalkeeper,Goalkeeper,matched,0.7,unique_name,6500000,6.5,2006-02-20,latest_on_or_before_opening,-109,player_valuations,Atlético de Madrid,ES1,https://www.transfermarkt.co.uk/leo-franco/profil/spieler/7669,https://img.a.transfermarkt.technology/portrait/header/s_7669_142_2012_10_24_1.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,13,13,DF,Lionel Scaloni,1978-05-16,28,false,Deportivo La Coruña,6,0,7499,Lionel Scaloni,Argentina,Defender,Right-Back,matched,1,name_birth_country,4000000,4,2006-04-03,latest_on_or_before_opening,-67,player_valuations,West Ham United,IT1,https://www.transfermarkt.co.uk/lionel-scaloni/profil/spieler/7499,https://img.a.transfermarkt.technology/portrait/header/7499-1419347205.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,14,14,FW,Rodrigo Palacio,1982-02-05,24,false,Boca Juniors,2,0,39099,Rodrigo Palacio,Argentina,Attack,Centre-Forward,matched,1,name_birth_country,3000000,3,2006-05-18,latest_on_or_before_opening,-22,player_valuations,CA Boca Juniors,IT1,https://www.transfermarkt.co.uk/rodrigo-palacio/profil/spieler/39099,https://img.a.transfermarkt.technology/portrait/header/39099-1410955127.jpg?lm=1,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,2006-06-09,Group C,Argentina,4,José Pekerman,15,15,DF,Gabriel Milito,1980-09-07,25,false,Zaragoza,15,0,,,,,,unmatched,0,no_confident_match,0,0,,zero_filled_missing,,,,,,,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
