year,tournament,date,host,champion,country,code,country_rank,country_total_million_eur,player_rank,player_id,player_name,player_code,position,club,value_million_eur,value_eur,valuation_date,valuation_source,image_url,player_url
2010,2010 South Africa,2010-06-01,South Africa,Spain,France,FRA,4,279.5,4,5285,Patrice Evra,patrice-evra,Defender,Manchester United,27,27000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5285-1416219199.jpg?lm=1,https://www.transfermarkt.co.uk/patrice-evra/profil/spieler/5285
2010,2010 South Africa,2010-06-01,South Africa,Spain,France,FRA,4,279.5,5,18912,Yoann Gourcuff,yoann-gourcuff,Midfield,FC Girondins Bordeaux,24,24000000,2010-01-17,player_valuations,https://img.a.transfermarkt.technology/portrait/header/18912-1448382467.jpg?lm=1,https://www.transfermarkt.co.uk/yoann-gourcuff/profil/spieler/18912
2010,2010 South Africa,2010-06-01,South Africa,Spain,France,FRA,4,279.5,6,5513,Jérémy Toulalan,jeremy-toulalan,Midfield,Olympique Lyon,22,22000000,2009-05-18,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5513-1516292184.jpg?lm=1,https://www.transfermarkt.co.uk/jeremy-toulalan/profil/spieler/5513
2010,2010 South Africa,2010-06-01,South Africa,Spain,France,FRA,4,279.5,7,23914,Lassana Diarra,lassana-diarra,Midfield,Real Madrid,22,22000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/23914-1464259400.jpg?lm=1,https://www.transfermarkt.co.uk/lassana-diarra/profil/spieler/23914
2010,2010 South Africa,2010-06-01,South Africa,Spain,France,FRA,4,279.5,8,5283,Éric Abidal,eric-abidal,Defender,FC Barcelona,20,20000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5283-1528384866.jpg?lm=1,https://www.transfermarkt.co.uk/eric-abidal/profil/spieler/5283
2010,2010 South Africa,2010-06-01,South Africa,Spain,Brazil,BRA,5,266,1,3366,Kaká,kaka,Midfield,Real Madrid,50,50000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/3366-1683638749.jpg?lm=1,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366
2010,2010 South Africa,2010-06-01,South Africa,Spain,Brazil,BRA,5,266,2,37579,Alexandre Pato,alexandre-pato,Attack,AC Milan,35,35000000,2010-01-27,player_valuations,https://img.a.transfermarkt.technology/portrait/header/37579-1647201883.jpg?lm=1,https://www.transfermarkt.co.uk/alexandre-pato/profil/spieler/37579
2010,2010 South Africa,2010-06-01,South Africa,Spain,Brazil,BRA,5,266,3,15951,Dani Alves,dani-alves,Defender,FC Barcelona,30,30000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/15951-1635327520.jpg?lm=1,https://www.transfermarkt.co.uk/dani-alves/profil/spieler/15951
2010,2010 South Africa,2010-06-01,South Africa,Spain,Brazil,BRA,5,266,4,18301,Maicon,maicon,Defender,FC Internazionale,30,30000000,2010-01-27,player_valuations,https://img.a.transfermarkt.technology/portrait/header/18301-1505484617.jpg?lm=1,https://www.transfermarkt.co.uk/maicon/profil/spieler/18301
2010,2010 South Africa,2010-06-01,South Africa,Spain,Brazil,BRA,5,266,5,15511,Robinho,robinho,Attack,Manchester City,28,28000000,2010-01-24,player_valuations,https://img.a.transfermarkt.technology/portrait/header/15511-1506092397.jpg?lm=1,https://www.transfermarkt.co.uk/robinho/profil/spieler/15511
2010,2010 South Africa,2010-06-01,South Africa,Spain,Brazil,BRA,5,266,6,4248,Diego,diego,Midfield,Juventus FC,27,27000000,2010-01-27,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4248-1506074640.jpg?lm=1,https://www.transfermarkt.co.uk/diego/profil/spieler/4248
2010,2010 South Africa,2010-06-01,South Africa,Spain,Brazil,BRA,5,266,7,22412,Júlio César,julio-cesar,Goalkeeper,FC Internazionale,25,25000000,2010-01-27,player_valuations,https://img.a.transfermarkt.technology/portrait/header/22412-1474546042.jpg?lm=1,https://www.transfermarkt.co.uk/julio-cesar/profil/spieler/22412
2010,2010 South Africa,2010-06-01,South Africa,Spain,Brazil,BRA,5,266,8,31645,Anderson,anderson,Midfield,Manchester United,21,21000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/31645-1447748712.jpg?lm=1,https://www.transfermarkt.co.uk/anderson/profil/spieler/31645
2010,2010 South Africa,2010-06-01,South Africa,Spain,Italy,ITA,6,173.5,1,5947,Daniele De Rossi,daniele-de-rossi,Midfield,AS Roma,38,38000000,2010-01-27,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5947-1454935412.jpg?lm=1,https://www.transfermarkt.co.uk/daniele-de-rossi/profil/spieler/5947
2010,2010 South Africa,2010-06-01,South Africa,Spain,Italy,ITA,6,173.5,2,5023,Gianluigi Buffon,gianluigi-buffon,Goalkeeper,Juventus FC,30.5,30500000,2009-08-06,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5023-1448530267.jpg?lm=1,https://www.transfermarkt.co.uk/gianluigi-buffon/profil/spieler/5023
2010,2010 South Africa,2010-06-01,South Africa,Spain,Italy,ITA,6,173.5,3,29260,Giorgio Chiellini,giorgio-chiellini,Defender,Juventus FC,23,23000000,2010-01-27,player_valuations,https://img.a.transfermarkt.technology/portrait/header/29260-1678025858.jpg?lm=1,https://www.transfermarkt.co.uk/giorgio-chiellini/profil/spieler/29260
2010,2010 South Africa,2010-06-01,South Africa,Spain,Italy,ITA,6,173.5,4,5817,Andrea Pirlo,andrea-pirlo,Midfield,AC Milan,22,22000000,2009-10-29,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5817-1454934952.jpg?lm=1,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817
2010,2010 South Africa,2010-06-01,South Africa,Spain,Italy,ITA,6,173.5,5,19104,Giuseppe Rossi,giuseppe-rossi,Attack,Villarreal CF,22,22000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/19104-1584043594.jpg?lm=1,https://www.transfermarkt.co.uk/giuseppe-rossi/profil/spieler/19104
2010,2010 South Africa,2010-06-01,South Africa,Spain,Italy,ITA,6,173.5,6,5878,Alberto Gilardino,alberto-gilardino,Attack,ACF Fiorentina,20,20000000,2010-01-27,player_valuations,https://img.a.transfermarkt.technology/portrait/header/5878-1448984743.jpg?lm=1,https://www.transfermarkt.co.uk/alberto-gilardino/profil/spieler/5878
2010,2010 South Africa,2010-06-01,South Africa,Spain,Italy,ITA,6,173.5,7,19446,Riccardo Montolivo,riccardo-montolivo,Midfield,ACF Fiorentina,18,18000000,2010-05-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/19446-1455536395.jpg?lm=1,https://www.transfermarkt.co.uk/riccardo-montolivo/profil/spieler/19446
2010,2010 South Africa,2010-06-01,South Africa,Spain,Portugal,POR,7,117,1,8198,Cristiano Ronaldo,cristiano-ronaldo,Attack,Real Madrid,75,75000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/8198-1748102259.jpg?lm=1,https://www.transfermarkt.co.uk/cristiano-ronaldo/profil/spieler/8198
2010,2010 South Africa,2010-06-01,South Africa,Spain,Portugal,POR,7,117,2,14132,Pepe,pepe,Defender,Real Madrid,22,22000000,2010-04-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/14132-1606396269.png?lm=1,https://www.transfermarkt.co.uk/pepe/profil/spieler/14132
2010,2010 South Africa,2010-06-01,South Africa,Spain,Portugal,POR,7,117,3,9813,Bosingwa,bosingwa,Defender,Chelsea FC,20,20000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/9813-1454172829.jpg?lm=1,https://www.transfermarkt.co.uk/bosingwa/profil/spieler/9813
2010,2010 South Africa,2010-06-01,South Africa,Spain,Netherlands,NED,8,98,1,4360,Arjen Robben,arjen-robben,Attack,Bayern Munich,38,38000000,2010-05-08,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4360-1540568808.jpg?lm=1,https://www.transfermarkt.co.uk/arjen-robben/profil/spieler/4360
2010,2010 South Africa,2010-06-01,South Africa,Spain,Netherlands,NED,8,98,2,4673,Wesley Sneijder,wesley-sneijder,Midfield,FC Internazionale,35,35000000,2010-05-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4673-1473587409.jpeg?lm=1,https://www.transfermarkt.co.uk/wesley-sneijder/profil/spieler/4673
2010,2010 South Africa,2010-06-01,South Africa,Spain,Netherlands,NED,8,98,3,4380,Robin van Persie,robin-van-persie,Attack,Arsenal FC,25,25000000,2010-01-25,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4380-1516382956.jpg?lm=1,https://www.transfermarkt.co.uk/robin-van-persie/profil/spieler/4380
2014,2014 Brazil,2014-06-01,Brazil,Germany,Spain,ESP,1,628,1,7600,Andrés Iniesta,andres-iniesta,Midfield,FC Barcelona,55,55000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/7600-1464872266.jpg?lm=1,https://www.transfermarkt.co.uk/andres-iniesta/profil/spieler/7600
2014,2014 Brazil,2014-06-01,Brazil,Germany,Spain,ESP,1,628,2,8806,Cesc Fàbregas,cesc-fabregas,Midfield,FC Barcelona,50,50000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/8806-1614090062.jpg?lm=1,https://www.transfermarkt.co.uk/cesc-fabregas/profil/spieler/8806
2014,2014 Brazil,2014-06-01,Brazil,Germany,Spain,ESP,1,628,3,65230,Sergio Busquets,sergio-busquets,Midfield,FC Barcelona,45,45000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/65230-1740775050.jpg?lm=1,https://www.transfermarkt.co.uk/sergio-busquets/profil/spieler/65230
2014,2014 Brazil,2014-06-01,Brazil,Germany,Spain,ESP,1,628,4,35518,David Silva,david-silva,Midfield,Manchester City,40,40000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/35518-1683269363.jpg?lm=1,https://www.transfermarkt.co.uk/david-silva/profil/spieler/35518
2014,2014 Brazil,2014-06-01,Brazil,Germany,Spain,ESP,1,628,5,44068,Juan Mata,juan-mata,Midfield,Manchester United,40,40000000,2014-02-05,player_valuations,https://img.a.transfermarkt.technology/portrait/header/44068-1671102342.png?lm=1,https://www.transfermarkt.co.uk/juan-mata/profil/spieler/44068
2014,2014 Brazil,2014-06-01,Brazil,Germany,Spain,ESP,1,628,6,25557,Sergio Ramos,sergio-ramos,Defender,Real Madrid,40,40000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/25557-1694502812.jpg?lm=1,https://www.transfermarkt.co.uk/sergio-ramos/profil/spieler/25557
2014,2014 Brazil,2014-06-01,Brazil,Germany,Spain,ESP,1,628,7,44017,Javi Martínez,javi-martinez,Midfield,Bayern Munich,37,37000000,2013-06-30,player_valuations,https://img.a.transfermarkt.technology/portrait/header/44017-1540568493.jpg?lm=1,https://www.transfermarkt.co.uk/javi-martinez/profil/spieler/44017
2014,2014 Brazil,2014-06-01,Brazil,Germany,Spain,ESP,1,628,8,18944,Gerard Piqué,gerard-pique,Defender,FC Barcelona,36,36000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/18944-1667548226.jpg?lm=1,https://www.transfermarkt.co.uk/gerard-pique/profil/spieler/18944
2014,2014 Brazil,2014-06-01,Brazil,Germany,Germany,GER,2,513,1,74842,Mario Götze,mario-gotze,Midfield,Bayern Munich,55,55000000,2014-02-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/74842-1663065102.jpg?lm=1,https://www.transfermarkt.co.uk/mario-gotze/profil/spieler/74842
2014,2014 Brazil,2014-06-01,Brazil,Germany,Germany,GER,2,513,2,35664,Mesut Özil,mesut-ozil,Midfield,Arsenal FC,50,50000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/35664-1483519286.jpg?lm=1,https://www.transfermarkt.co.uk/mesut-ozil/profil/spieler/35664
2014,2014 Brazil,2014-06-01,Brazil,Germany,Germany,GER,2,513,3,58358,Thomas Müller,thomas-muller,Attack,Bayern Munich,45,45000000,2013-06-30,player_valuations,https://img.a.transfermarkt.technology/portrait/header/58358-1771861722.jpg?lm=1,https://www.transfermarkt.co.uk/thomas-muller/profil/spieler/58358
2014,2014 Brazil,2014-06-01,Brazil,Germany,Germany,GER,2,513,4,2514,Bastian Schweinsteiger,bastian-schweinsteiger,Midfield,Bayern Munich,40,40000000,2013-06-30,player_valuations,https://img.a.transfermarkt.technology/portrait/header/2514-1551256967.jpg?lm=1,https://www.transfermarkt.co.uk/bastian-schweinsteiger/profil/spieler/2514
2014,2014 Brazil,2014-06-01,Brazil,Germany,Germany,GER,2,513,5,35207,Marco Reus,marco-reus,Midfield,Borussia Dortmund,40,40000000,2014-02-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/35207-1771691672.jpg?lm=1,https://www.transfermarkt.co.uk/marco-reus/profil/spieler/35207
2014,2014 Brazil,2014-06-01,Brazil,Germany,Germany,GER,2,513,6,31909,Toni Kroos,toni-kroos,Midfield,Bayern Munich,40,40000000,2014-02-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/31909-1700638741.jpg?lm=1,https://www.transfermarkt.co.uk/toni-kroos/profil/spieler/31909
2014,2014 Brazil,2014-06-01,Brazil,Germany,Germany,GER,2,513,7,17259,Manuel Neuer,manuel-neuer,Goalkeeper,Bayern Munich,35,35000000,2014-02-12,player_valuations,https://img.a.transfermarkt.technology/portrait/header/17259-1762943283.jpg?lm=1,https://www.transfermarkt.co.uk/manuel-neuer/profil/spieler/17259
2014,2014 Brazil,2014-06-01,Brazil,Germany,Germany,GER,2,513,8,85148,Julian Draxler,julian-draxler,Attack,FC Schalke 04,30,30000000,2013-08-27,player_valuations,https://img.a.transfermarkt.technology/portrait/header/85148-1601898137.jpg?lm=1,https://www.transfermarkt.co.uk/julian-draxler/profil/spieler/85148
2014,2014 Brazil,2014-06-01,Brazil,Germany,Brazil,BRA,3,405,1,68290,Neymar,neymar,Midfield,FC Barcelona,60,60000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/68290-1692601435.jpg?lm=1,https://www.transfermarkt.co.uk/neymar/profil/spieler/68290
2014,2014 Brazil,2014-06-01,Brazil,Germany,Brazil,BRA,3,405,2,80562,Hulk,hulk,Attack,Zenit St. Petersburg,48,48000000,2014-03-03,player_valuations,https://img.a.transfermarkt.technology/portrait/header/80562-1563436073.jpg?lm=1,https://www.transfermarkt.co.uk/hulk/profil/spieler/80562
2014,2014 Brazil,2014-06-01,Brazil,Germany,Brazil,BRA,3,405,3,29241,Thiago Silva,thiago-silva,Defender,Paris Saint-Germain,40,40000000,2014-01-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/29241-1661856081.jpg?lm=1,https://www.transfermarkt.co.uk/thiago-silva/profil/spieler/29241
2014,2014 Brazil,2014-06-01,Brazil,Germany,Brazil,BRA,3,405,4,85314,Oscar,oscar,Midfield,Chelsea FC,34,34000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/85314-1563435929.jpg?lm=1,https://www.transfermarkt.co.uk/oscar/profil/spieler/85314
2014,2014 Brazil,2014-06-01,Brazil,Germany,Brazil,BRA,3,405,5,77100,Lucas Moura,lucas-moura,Attack,Paris Saint-Germain,33,33000000,2014-01-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/77100-1654164113.jpg?lm=1,https://www.transfermarkt.co.uk/lucas-moura/profil/spieler/77100
2014,2014 Brazil,2014-06-01,Brazil,Germany,Brazil,BRA,3,405,6,26267,Fernandinho,fernandinho,Midfield,Manchester City,32,32000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/26267-1477040739.jpg?lm=1,https://www.transfermarkt.co.uk/fernandinho/profil/spieler/26267
2014,2014 Brazil,2014-06-01,Brazil,Germany,Brazil,BRA,3,405,7,54170,Ramires,ramires,Midfield,Chelsea FC,30,30000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/54170-1513586143.jpg?lm=1,https://www.transfermarkt.co.uk/ramires/profil/spieler/54170
2014,2014 Brazil,2014-06-01,Brazil,Germany,Brazil,BRA,3,405,8,52769,Willian,willian,Attack,Chelsea FC,30,30000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/52769-1740646449.jpg?lm=1,https://www.transfermarkt.co.uk/willian/profil/spieler/52769
2014,2014 Brazil,2014-06-01,Brazil,Germany,Argentina,ARG,4,279,1,28003,Lionel Messi,lionel-messi,Attack,FC Barcelona,120,120000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2014,2014 Brazil,2014-06-01,Brazil,Germany,Argentina,ARG,4,279,2,26399,Sergio Agüero,sergio-aguero,Attack,Manchester City,45,45000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/26399-1580460866.jpg?lm=1,https://www.transfermarkt.co.uk/sergio-aguero/profil/spieler/26399
2014,2014 Brazil,2014-06-01,Brazil,Germany,Argentina,ARG,4,279,3,39153,Gonzalo Higuaín,gonzalo-higuain,Attack,SSC Napoli,38,38000000,2014-01-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/39153-1683728765.jpg?lm=1,https://www.transfermarkt.co.uk/gonzalo-higuain/profil/spieler/39153
2014,2014 Brazil,2014-06-01,Brazil,Germany,Argentina,ARG,4,279,4,45320,Ángel Di María,angel-di-maria,Attack,Real Madrid,30,30000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/45320-1700648952.jpg?lm=1,https://www.transfermarkt.co.uk/angel-di-maria/profil/spieler/45320
2014,2014 Brazil,2014-06-01,Brazil,Germany,Argentina,ARG,4,279,5,111630,Erik Lamela,erik-lamela,Attack,Tottenham Hotspur,24,24000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/111630-1754429594.png?lm=1,https://www.transfermarkt.co.uk/erik-lamela/profil/spieler/111630
2014,2014 Brazil,2014-06-01,Brazil,Germany,Argentina,ARG,4,279,6,4276,Carlos Tevez,carlos-tevez,Attack,Juventus FC,22,22000000,2014-01-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/4276-1644149301.jpg?lm=1,https://www.transfermarkt.co.uk/carlos-tevez/profil/spieler/4276
2014,2014 Brazil,2014-06-01,Brazil,Germany,Belgium,BEL,5,210,1,50202,Eden Hazard,eden-hazard,Attack,Chelsea FC,45,45000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/50202-1665067742.jpg?lm=1,https://www.transfermarkt.co.uk/eden-hazard/profil/spieler/50202
2014,2014 Brazil,2014-06-01,Brazil,Germany,Belgium,BEL,5,210,2,35047,Axel Witsel,axel-witsel,Midfield,Zenit St. Petersburg,35,35000000,2014-03-03,player_valuations,https://img.a.transfermarkt.technology/portrait/header/35047-1665067807.jpg?lm=1,https://www.transfermarkt.co.uk/axel-witsel/profil/spieler/35047
2014,2014 Brazil,2014-06-01,Brazil,Germany,Belgium,BEL,5,210,3,9594,Vincent Kompany,vincent-kompany,Defender,Manchester City,35,35000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/9594-1454414462.jpg?lm=1,https://www.transfermarkt.co.uk/vincent-kompany/profil/spieler/9594
2014,2014 Brazil,2014-06-01,Brazil,Germany,Belgium,BEL,5,210,4,96341,Romelu Lukaku,romelu-lukaku,Attack,Everton FC,25,25000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/96341-1661780981.jpg?lm=1,https://www.transfermarkt.co.uk/romelu-lukaku/profil/spieler/96341
2014,2014 Brazil,2014-06-01,Brazil,Germany,Belgium,BEL,5,210,5,108390,Thibaut Courtois,thibaut-courtois,Goalkeeper,Atlético de Madrid,25,25000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/108390-1717280733.jpg?lm=1,https://www.transfermarkt.co.uk/thibaut-courtois/profil/spieler/108390
2014,2014 Brazil,2014-06-01,Brazil,Germany,Belgium,BEL,5,210,6,39679,Marouane Fellaini,marouane-fellaini,Midfield,Manchester United,23,23000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/39679-1549036391.jpg?lm=1,https://www.transfermarkt.co.uk/marouane-fellaini/profil/spieler/39679
2014,2014 Brazil,2014-06-01,Brazil,Germany,Belgium,BEL,5,210,7,43250,Jan Vertonghen,jan-vertonghen,Defender,Tottenham Hotspur,22,22000000,2014-01-15,player_valuations,https://img.a.transfermarkt.technology/portrait/header/43250-1668080180.jpg?lm=1,https://www.transfermarkt.co.uk/jan-vertonghen/profil/spieler/43250
2014,2014 Brazil,2014-06-01,Brazil,Germany,France,FRA,6,193,1,122153,Paul Pogba,paul-pogba,Midfield,Juventus FC,45,45000000,2014-03-10,player_valuations,https://img.a.transfermarkt.technology/portrait/header/122153-1764059298.jpg?lm=1,https://www.transfermarkt.co.uk/paul-pogba/profil/spieler/122153
2014,2014 Brazil,2014-06-01,Brazil,Germany,France,FRA,6,193,2,22068,Franck Ribéry,franck-ribery,Attack,Bayern Munich,42,42000000,2013-06-30,player_valuations,https://img.a.transfermarkt.technology/portrait/header/22068-1663667692.jpg?lm=1,https://www.transfermarkt.co.uk/franck-ribery/profil/spieler/22068
2014,2014 Brazil,2014-06-01,Brazil,Germany,France,FRA,6,193,3,18922,Karim Benzema,karim-benzema,Attack,Real Madrid,34,34000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/18922-1702414196.jpg?lm=1,https://www.transfermarkt.co.uk/karim-benzema/profil/spieler/18922
2014,2014 Brazil,2014-06-01,Brazil,Germany,France,FRA,6,193,4,125781,Antoine Griezmann,antoine-griezmann,Attack,Real Sociedad,25,25000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/125781-1775233998.jpg?lm=1,https://www.transfermarkt.co.uk/antoine-griezmann/profil/spieler/125781
2014,2014 Brazil,2014-06-01,Brazil,Germany,France,FRA,6,193,5,164770,Raphaël Varane,raphael-varane,Defender,Real Madrid,24,24000000,2014-01-23,player_valuations,https://img.a.transfermarkt.technology/portrait/header/164770-1727257324.jpg?lm=1,https://www.transfermarkt.co.uk/raphael-varane/profil/spieler/164770
2014,2014 Brazil,2014-06-01,Brazil,Germany,France,FRA,6,193,6,90681,Eliaquim Mangala,eliaquim-mangala,Defender,FC Porto,23,23000000,2014-02-20,player_valuations,https://img.a.transfermarkt.technology/portrait/header/90681-1724845234.jpg?lm=1,https://www.transfermarkt.co.uk/eliaquim-mangala/profil/spieler/90681
2014,2014 Brazil,2014-06-01,Brazil,Germany,Colombia,COL,7,149,1,39152,Radamel Falcao,radamel-falcao,Attack,AS Monaco,60,60000000,2014-01-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/39152-1721184791.JPG?lm=1,https://www.transfermarkt.co.uk/radamel-falcao/profil/spieler/39152
2014,2014 Brazil,2014-06-01,Brazil,Germany,Colombia,COL,7,149,2,88103,James Rodríguez,james-rodriguez,Midfield,AS Monaco,35,35000000,2014-01-14,player_valuations,https://img.a.transfermarkt.technology/portrait/header/88103-1771697730.jpg?lm=1,https://www.transfermarkt.co.uk/james-rodriguez/profil/spieler/88103
2014,2014 Brazil,2014-06-01,Brazil,Germany,Colombia,COL,7,149,3,74418,Jackson Martínez,jackson-martinez,Attack,FC Porto,30,30000000,2013-10-08,player_valuations,https://img.a.transfermarkt.technology/portrait/header/74418-1447152748.jpg?lm=1,https://www.transfermarkt.co.uk/jackson-martinez/profil/spieler/74418
2014,2014 Brazil,2014-06-01,Brazil,Germany,Colombia,COL,7,149,4,91970,Juan Cuadrado,juan-cuadrado,Midfield,ACF Fiorentina,24,24000000,2014-01-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/91970-1663576912.jpg?lm=1,https://www.transfermarkt.co.uk/juan-cuadrado/profil/spieler/91970
2014,2014 Brazil,2014-06-01,Brazil,Germany,Italy,ITA,8,132,1,45146,Mario Balotelli,mario-balotelli,Attack,AC Milan,30,30000000,2014-01-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/45146-1738057477.jpg?lm=1,https://www.transfermarkt.co.uk/mario-balotelli/profil/spieler/45146
2014,2014 Brazil,2014-06-01,Brazil,Germany,Italy,ITA,8,132,2,44716,Claudio Marchisio,claudio-marchisio,Midfield,Juventus FC,28,28000000,2014-01-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/44716-1557249476.png?lm=1,https://www.transfermarkt.co.uk/claudio-marchisio/profil/spieler/44716
2014,2014 Brazil,2014-06-01,Brazil,Germany,Italy,ITA,8,132,3,19104,Giuseppe Rossi,giuseppe-rossi,Attack,ACF Fiorentina,25,25000000,2014-01-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/19104-1584043594.jpg?lm=1,https://www.transfermarkt.co.uk/giuseppe-rossi/profil/spieler/19104
2014,2014 Brazil,2014-06-01,Brazil,Germany,Italy,ITA,8,132,4,94529,Stephan El Shaarawy,stephan-el-shaarawy,Attack,AC Milan,25,25000000,2014-01-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/94529-1730124909.jpg?lm=1,https://www.transfermarkt.co.uk/stephan-el-shaarawy/profil/spieler/94529
2014,2014 Brazil,2014-06-01,Brazil,Germany,Italy,ITA,8,132,5,29260,Giorgio Chiellini,giorgio-chiellini,Defender,Juventus FC,24,24000000,2014-01-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/29260-1678025858.jpg?lm=1,https://www.transfermarkt.co.uk/giorgio-chiellini/profil/spieler/29260
2018,2018 Russia,2018-06-01,Russia,France,France,FRA,1,980,1,342229,Kylian Mbappé,kylian-mbappe,Attack,Paris Saint-Germain,120,120000000,2018-06-04,player_valuations,https://img.a.transfermarkt.technology/portrait/header/342229-1682683695.jpg?lm=1,https://www.transfermarkt.co.uk/kylian-mbappe/profil/spieler/342229
2018,2018 Russia,2018-06-01,Russia,France,France,FRA,1,980,2,125781,Antoine Griezmann,antoine-griezmann,Attack,Atlético de Madrid,100,100000000,2018-05-30,player_valuations,https://img.a.transfermarkt.technology/portrait/header/125781-1775233998.jpg?lm=1,https://www.transfermarkt.co.uk/antoine-griezmann/profil/spieler/125781
2018,2018 Russia,2018-06-01,Russia,France,France,FRA,1,980,3,122153,Paul Pogba,paul-pogba,Midfield,Manchester United,90,90000000,2018-05-28,player_valuations,https://img.a.transfermarkt.technology/portrait/header/122153-1764059298.jpg?lm=1,https://www.transfermarkt.co.uk/paul-pogba/profil/spieler/122153
2018,2018 Russia,2018-06-01,Russia,France,France,FRA,1,980,4,288230,Ousmane Dembélé,ousmane-dembele,Attack,FC Barcelona,80,80000000,2018-05-30,player_valuations,https://img.a.transfermarkt.technology/portrait/header/288230-1684148641.jpg?lm=1,https://www.transfermarkt.co.uk/ousmane-dembele/profil/spieler/288230
2018,2018 Russia,2018-06-01,Russia,France,France,FRA,1,980,5,164770,Raphaël Varane,raphael-varane,Defender,Real Madrid,70,70000000,2018-05-30,player_valuations,https://img.a.transfermarkt.technology/portrait/header/164770-1727257324.jpg?lm=1,https://www.transfermarkt.co.uk/raphael-varane/profil/spieler/164770
2018,2018 Russia,2018-06-01,Russia,France,France,FRA,1,980,6,182877,Anthony Martial,anthony-martial,Attack,Manchester United,65,65000000,2018-05-28,player_valuations,https://img.a.transfermarkt.technology/portrait/header/182877-1716885173.jpg?lm=1,https://www.transfermarkt.co.uk/anthony-martial/profil/spieler/182877
