year,tournament,group,country,team_order,coach,player_count,goalkeepers,defenders,midfielders,forwards,unknown_positions,source_url
1982,1982 FIFA World Cup,Group 1,Peru,3,Tim,22,3,5,9,5,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 1,Poland,4,Antoni Piechniczek,22,3,8,4,7,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 2,Algeria,5,Mahieddine Khalef and Rachid Mekhloufi,22,3,6,7,6,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 2,Austria,6,Felix Latzke and Georg Schmidt,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 2,Chile,7,Luis Santibáñez,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 2,West Germany,8,Jupp Derwall,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 3,Argentina,9,César Luis Menotti,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 3,Belgium,10,Guy Thys,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 3,El Salvador,11,Mauricio Rodríguez,20,3,7,5,5,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 3,Hungary,12,Kálmán Mészöly,22,3,9,3,7,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 4,Czechoslovakia,13,Jozef Vengloš,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 4,England,14,Ron Greenwood,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 4,France,15,Michel Hidalgo,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 4,Kuwait,16,Carlos Alberto Parreira,22,3,8,4,7,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 5,Honduras,17,José de la Paz Herrera,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 5,Northern Ireland,18,Billy Bingham,22,3,6,6,7,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 5,Spain,19,José Santamaría,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 5,Yugoslavia,20,Miljan Miljanić,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 6,Brazil,21,Telê Santana,22,3,8,8,3,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 6,New Zealand,22,John Adshead,22,3,8,9,2,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 6,Scotland,23,Jock Stein,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1982,1982 FIFA World Cup,Group 6,Soviet Union,24,Konstantin Beskov,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1982_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group A,Argentina,1,Carlos Bilardo,22,3,7,9,3,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group A,Bulgaria,2,Ivan Vutsov,22,2,5,8,7,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group A,Italy,3,Enzo Bearzot,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group A,South Korea,4,Kim Jung-nam,22,2,7,7,6,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group B,Belgium,5,Guy Thys,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group B,Iraq,6,Evaristo de Macedo,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group B,Mexico,7,Bora Milutinović,22,3,6,8,5,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group B,Paraguay,8,Cayetano Ré,22,3,6,6,7,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group C,Canada,9,Tony Waiters,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group C,France,10,Henri Michel,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group C,Hungary,11,György Mezey,22,3,9,6,4,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group C,Soviet Union,12,Valeriy Lobanovskyi,22,3,7,9,3,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group D,Algeria,13,Rabah Saâdane,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group D,Brazil,14,Telê Santana,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group D,Northern Ireland,15,Billy Bingham,22,3,6,7,6,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group D,Spain,16,Miguel Muñoz,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group E,Denmark,17,Sepp Piontek,22,3,6,8,5,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group E,Scotland,18,Alex Ferguson,22,3,8,5,6,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group E,Uruguay,19,Omar Borrás,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group E,West Germany,20,Franz Beckenbauer,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group F,England,21,Bobby Robson,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group F,Morocco,22,José Faria,22,3,6,9,4,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group F,Poland,23,Antoni Piechniczek,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1986,1986 FIFA World Cup,Group F,Portugal,24,José Torres,22,3,9,7,3,0,https://en.wikipedia.org/wiki/1986_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group A,Austria,1,Josef Hickersberger,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group A,Czechoslovakia,2,Jozef Vengloš,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group A,Italy,3,Azeglio Vicini,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group A,United States,4,Bob Gansler,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group B,Argentina,5,Carlos Bilardo,22,3,9,6,4,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group B,Cameroon,6,Valery Nepomnyashchy,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group B,Romania,7,Emerich Jenei,22,3,6,8,5,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group B,Soviet Union,8,Valeriy Lobanovskyi,22,3,7,9,3,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group C,Brazil,9,Sebastião Lazaroni,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group C,Costa Rica,10,Bora Milutinović,22,3,8,8,3,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group C,Scotland,11,Andy Roxburgh,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group C,Sweden,12,Olle Nordin,22,3,6,9,4,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group D,Colombia,13,Francisco Maturana,22,2,9,7,4,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group D,United Arab Emirates,14,Carlos Alberto Parreira,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group D,West Germany,15,Franz Beckenbauer,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group D,Yugoslavia,16,Ivica Osim,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group E,Belgium,17,Guy Thys,22,3,8,8,3,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group E,South Korea,18,Lee Hoe-taik,22,3,8,5,6,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group E,Spain,19,Luis Suárez,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group E,Uruguay,20,Óscar Tabárez,22,3,6,7,6,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group F,Egypt,21,Mahmoud Al-Gohari,22,3,6,9,4,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group F,England,22,Bobby Robson,22,3,7,9,3,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group F,Netherlands,23,Leo Beenhakker,22,3,6,7,6,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1990,1990 FIFA World Cup,Group F,Republic of Ireland,24,Jack Charlton,22,2,7,6,7,0,https://en.wikipedia.org/wiki/1990_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group A,Colombia,1,Francisco Maturana,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group A,Romania,2,Anghel Iordănescu,22,3,6,8,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group A,Switzerland,3,Roy Hodgson,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group A,United States,4,Bora Milutinović,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group B,Brazil,5,Carlos Alberto Parreira,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group B,Cameroon,6,Henri Michel,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group B,Russia,7,Pavel Sadyrin,22,2,7,9,4,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group B,Sweden,8,Tommy Svensson,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group C,Bolivia,9,Xabier Azkargorta,22,3,7,9,3,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group C,Germany,10,Berti Vogts,22,3,5,9,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group C,South Korea,11,Kim Ho,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group C,Spain,12,Javier Clemente,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group D,Argentina,13,Alfio Basile,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group D,Bulgaria,14,Dimitar Penev,22,2,6,7,7,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group D,Greece,15,Alketas Panagoulias,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group D,Nigeria,16,Clemens Westerhof,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group E,Italy,17,Arrigo Sacchi,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group E,Mexico,18,Miguel Mejía Barón,22,3,5,8,6,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group E,Norway,19,Egil Olsen,22,3,9,5,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group E,Republic of Ireland,20,Jack Charlton,22,2,8,7,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group F,Belgium,21,Paul Van Himst,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group F,Morocco,22,Abdellah Blinda,22,3,6,8,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group F,Netherlands,23,Dick Advocaat,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1994,1994 FIFA World Cup,Group F,Saudi Arabia,24,Jorge Solari,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1994_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group A,Brazil,1,Mário Zagallo,22,3,7,9,3,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group A,Morocco,2,Henri Michel,22,3,9,6,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group A,Norway,3,Egil Olsen,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group A,Scotland,4,Craig Brown,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group B,Austria,5,Herbert Prohaska,22,3,5,10,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group B,Cameroon,6,Claude Le Roy,22,3,8,5,6,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group B,Chile,7,Nelson Acosta,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group B,Italy,8,Cesare Maldini,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group C,Denmark,9,Bo Johansson,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group C,France,10,Aimé Jacquet,22,3,6,9,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group C,Saudi Arabia,11,"Carlos Alberto Parreira (fired after two matches, replaced by Mohammed Al-Kharashy for the final match)",22,3,6,9,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group C,South Africa,12,Philippe Troussier,23,4,6,7,6,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group D,Bulgaria,13,Hristo Bonev,22,2,6,9,5,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group D,Nigeria,14,Bora Milutinović,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group D,Paraguay,15,Paulo César Carpegiani,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group D,Spain,16,Javier Clemente,22,3,8,5,6,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group E,Belgium,17,Georges Leekens,22,3,8,6,5,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group E,Mexico,18,Manuel Lapuente,22,3,5,9,5,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group E,Netherlands,19,Guus Hiddink,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group E,South Korea,20,"Cha Bum-kun (fired after two matches, replaced by Kim Pyung-seok for the final match)",22,2,8,7,5,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group F,Germany,21,Berti Vogts,22,3,10,5,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group F,Iran,22,Jalal Talebi,22,3,8,7,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group F,United States,23,Steve Sampson,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group F,FR Yugoslavia,24,Slobodan Santrač,22,2,7,9,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group G,Colombia,25,Hernán Darío Gómez,22,3,6,7,6,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group G,England,26,Glenn Hoddle,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group G,Romania,27,Anghel Iordănescu,22,3,6,7,6,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group G,Tunisia,28,"Henryk Kasperczak (fired after two matches, replaced by Ali Selmi for the final match)",22,3,8,7,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group H,Argentina,29,Daniel Passarella,22,3,7,7,5,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group H,Croatia,30,Miroslav Blažević,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group H,Jamaica,31,Renê Simões,22,3,7,6,6,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
1998,1998 FIFA World Cup,Group H,Japan,32,Takeshi Okada,22,3,7,8,4,0,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group A,Denmark,1,Morten Olsen,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group A,France,2,Roger Lemerre,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group A,Senegal,3,Bruno Metsu,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group A,Uruguay,4,Víctor Púa,23,3,6,7,7,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group B,Paraguay,5,Cesare Maldini,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group B,Slovenia,6,Srečko Katanec,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group B,South Africa,7,Jomo Sono,23,3,7,10,3,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group B,Spain,8,José Antonio Camacho,23,3,6,10,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group C,Brazil,9,Luiz Felipe Scolari,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group C,China PR,10,Bora Milutinović,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group C,Costa Rica,11,Alexandre Guimarães,23,3,9,5,6,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group C,Turkey,12,Şenol Güneş,23,3,6,9,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group D,Poland,13,Jerzy Engel,23,3,9,5,6,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group D,Portugal,14,António Oliveira,23,3,8,9,3,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group D,South Korea,15,Guus Hiddink,23,3,6,7,7,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group D,United States,16,Bruce Arena,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group E,Cameroon,17,Winfried Schäfer,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group E,Germany,18,Rudi Völler,23,3,6,9,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group E,Republic of Ireland,19,Mick McCarthy,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group E,Saudi Arabia,20,Nasser Al-Johar,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group F,Argentina,21,Marcelo Bielsa,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group F,England,22,Sven-Göran Eriksson,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group F,Nigeria,23,Festus Onigbinde,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group F,Sweden,24,Lars Lagerbäck and Tommy Söderberg,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group G,Croatia,25,Mirko Jozić,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group G,Ecuador,26,Hernán Darío Gómez,23,3,7,7,6,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group G,Italy,27,Giovanni Trapattoni,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group G,Mexico,28,Javier Aguirre,23,3,6,9,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group H,Belgium,29,Robert Waseige,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group H,Japan,30,Philippe Troussier,23,3,6,10,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group H,Russia,31,Oleg Romantsev,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2002,2002 FIFA World Cup,Group H,Tunisia,32,Ammar Souayah,23,3,9,6,5,0,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group A,Costa Rica,1,Alexandre Guimarães,23,3,9,6,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group A,Ecuador,2,Luis Fernando Suárez,23,3,7,7,6,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group A,Germany,3,Jürgen Klinsmann,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group A,Poland,4,Paweł Janas,23,3,7,7,6,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group B,England,5,Sven-Göran Eriksson,23,3,7,9,4,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group B,Paraguay,6,Aníbal Ruiz,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group B,Sweden,7,Lars Lagerbäck,23,3,7,8,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group B,Trinidad and Tobago,8,Leo Beenhakker,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group C,Argentina,9,José Pekerman,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group C,Ivory Coast,10,Henri Michel,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group C,Netherlands,11,Marco van Basten,23,3,8,7,5,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group C,Serbia and Montenegro,12,Ilija Petković,23,3,8,8,4,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
2006,2006 FIFA World Cup,Group D,Angola,13,Luis Oliveira Gonçalves,23,3,8,6,6,0,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup_squads
